row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
3258,46,B,8011,22176,1110,29388,1481,20,7
3259,52,D,3208,4828,581,23939,1889,15,2
3260,44,C,4174,22007,893,21732,1373,11,3
3261,42,D,1915,4621,567,36803,817,13,2
3262,39,C,3337,4787,734,21618,1613,12,2
3263,28,C,3942,17724,659,18965,1595,13,3
3264,18,D,2175,3497,555,32660,1940,13,1
3265,42,A,5033,20528,1186,26238,1515,20,4
3266,39,C,3761,12867,999,38783,2186,15,2
3267,54,A,5704,15842,914,34665,2336,17,4
3268,33,D,2550,5631,526,26541,1828,16,1
3269,46,D,2445,5626,562,37048,1258,13,2
3270,41,D,3501,8281,485,39240,1928,12,2
3271,32,B,8553,37859,1209,28735,1400,17,8
3272,51,D,1530,2556,465,33903,1338,13,1
3273,41,D,2049,3284,460,28282,1313,15,1
3274,63,C,3630,1881,790,17061,1378,15,3
3275,43,A,4639,20027,912,19968,1950,16,3
3276,49,C,4285,10340,825,26629,1645,15,3
3277,12,D,2880,4481,507,16958,1159,12,2
3278,44,B,7385,26416,1118,32515,1686,19,6
3279,32,A,5494,28063,811,41110,1868,15,4
3280,45,A,5183,19849,1109,38671,1834,18,4
3281,49,D,1847,5448,573,36529,774,13,2
3282,56,E,8866,37544,2508,25989,2193,18,7
3283,20,D,1901,3928,531,17466,1873,14,1
3284,53,A,4503,9711,1046,27679,2239,17,3
3285,50,C,3341,6589,646,22440,665,14,3
3286,32,E,8421,34148,1179,23670,1601,19,7
3287,24,A,4644,15382,1006,42048,1182,16,4
3288,47,C,3862,10260,867,16430,1294,14,3
3289,50,E,8365,57804,1539,41170,1959,14,7
3290,43,D,3577,7373,524,40049,1257,13,3
3291,64,C,2781,10346,936,24697,1887,17,1
3292,40,D,2809,4696,443,41658,1499,11,2
3293,38,D,3002,5585,512,25063,1608,14,2
3294,38,B,6314,17007,1087,21152,1464,19,5
3295,37,A,5635,22569,1259,39944,1223,17,5
3296,39,C,3481,15657,598,22793,2656,18,1
3297,46,E,8331,42817,1583,26414,1133,15,8
3298,35,A,4507,29246,1126,40421,1907,21,3
3299,36,D,1609,3284,453,27785,1496,11,1
3300,41,B,8261,19846,1335,16737,1711,15,7
3301,56,D,3434,4159,428,16842,1214,14,3
3302,42,E,8594,74643,1751,19847,1889,17,7
3303,28,B,7113,25868,1400,28186,1483,19,6
3304,30,C,3272,8801,761,26806,1724,17,2
3305,42,A,4981,39606,1313,16882,858,18,5
3306,63,B,5952,20470,1333,36015,1850,18,5
3307,20,C,2944,5290,865,16781,1539,12,2
3308,36,E,6857,22901,1782,26393,1945,19,5
3309,41,C,2446,3364,579,33328,1755,15,1
3310,35,A,4209,15089,965,22526,1362,17,3
3311,49,D,2032,3736,536,40863,1594,12,1
3312,37,E,9543,28115,1805,25759,1756,18,8
3313,30,C,3516,8941,877,25077,1482,13,3
3314,37,E,7599,23349,1594,36466,1948,18,6
3315,37,A,4779,18991,859,24977,2012,16,3
3316,40,A,5483,29307,986,20198,1735,16,4
3317,37,C,3637,4204,679,41309,1829,12,2
3318,53,C,3303,12283,819,22285,1739,13,2
3319,56,E,8178,32813,1495,20466,1466,18,7
3320,42,B,6115,21298,1181,26044,1746,16,5
3321,46,D,1907,2857,416,39597,1567,13,1
3322,41,A,4198,20995,1382,32386,1753,16,3
3323,50,E,7635,37688,1480,40051,1790,17,6
3324,35,D,1255,2059,447,25050,2125,15,0
3325,23,A,4561,10663,401,36258,1820,17,3
3326,51,E,6903,35421,1471,19857,2244,21,5
3327,37,D,2768,7185,607,39206,2251,15,1
3328,38,E,7613,74103,1312,21190,1521,20,7
3329,20,C,2809,9493,676,23972,2040,14,1
3330,39,E,8528,46457,1797,39498,1875,17,7
3331,43,B,7657,15620,1121,18561,1254,14,7
3332,46,B,7288,22553,1121,27660,1884,18,6
3333,58,B,8601,35942,1216,15931,1894,14,7
3334,60,D,2545,4584,493,25654,1299,12,2
3335,31,C,4078,10424,806,26302,1984,13,3
3336,50,D,2883,5170,523,20853,1894,11,1
3337,27,C,2957,11865,700,30175,1922,13,2
3338,30,D,1772,3641,447,22717,1290,14,1
3339,55,D,3190,4981,387,30851,1785,13,2
3340,38,A,4785,24978,1106,39847,1823,16,3
3341,26,D,2979,6386,496,25477,2072,12,1
3342,50,E,7674,54532,1625,32851,1723,19,6
3343,45,C,3325,6320,764,26745,1797,13,2
3344,49,B,6840,18290,1320,18991,1838,16,6
3345,47,E,8638,96722,1659,30446,1437,19,8
3346,45,A,4206,13819,753,18582,1685,17,3
3347,61,B,7289,27432,1098,19214,1519,19,6
3348,23,B,8154,7522,1232,18794,1724,16,7
3349,40,D,3262,7229,528,23140,1275,15,2
3350,45,B,7311,26963,1229,27626,1200,16,7
3351,34,B,6503,16698,1311,33839,911,18,6
3352,41,C,3293,2276,1039,18313,2454,13,1
3353,32,A,5835,23705,1132,32272,1967,13,4
3354,44,B,7958,36095,1160,22332,1729,11,7
3355,43,D,2085,5026,448,23752,1474,13,1
3356,35,A,5341,34785,734,36103,1786,16,4
3357,37,D,2971,6710,459,34508,1526,13,2
3358,48,A,5270,30431,897,26191,2271,16,3
3359,44,D,2190,5888,527,21584,1200,13,1
3360,38,C,3902,6823,852,18667,1639,16,3
3361,36,C,3898,6886,379,32352,2257,14,2
3362,48,B,7660,22440,1148,21600,1293,21,7
3363,47,E,7686,33263,1001,20639,1700,15,6
3364,34,E,7725,26601,2519,33291,1045,18,7
3365,17,A,4532,27528,946,18378,1351,17,4
3366,37,C,3786,15182,694,22910,2302,16,2
3367,44,E,8258,88718,1643,24286,1532,19,7
3368,26,C,3405,7285,731,39608,1228,14,3
3369,40,E,7092,21875,1378,27945,1707,21,6
3370,44,A,4246,18994,820,29785,2220,15,3
3371,52,E,7954,30962,993,37523,1527,18,7
3372,32,E,7838,37452,1807,37090,2398,20,6
3373,58,A,3928,27226,1235,41277,1455,17,3
3374,48,E,8164,50052,1375,28694,1617,17,7
3375,62,C,4088,10377,991,39246,1606,13,3
3376,27,C,2875,5270,763,26587,1944,15,1
3377,43,C,3128,10767,714,30123,2108,18,2
3378,43,C,3398,6401,900,34940,1573,14,2
3379,25,D,1704,3617,456,18904,1307,10,1
3380,61,D,2514,5281,590,36534,1627,16,1
3381,35,C,3284,3118,821,41811,2049,16,2
3382,27,A,4676,6945,801,39862,2125,15,3
3383,32,C,3654,15304,791,24814,2003,15,2
3384,46,A,4897,15499,1143,17949,1834,17,4
3385,32,E,8318,47682,1646,20954,2122,19,7
3386,42,E,7418,20806,1435,20977,1821,18,6
3387,49,A,5521,25499,1063,16402,1109,15,5
3388,29,D,2321,5074,478,37595,1376,11,1
3389,37,A,4898,15108,1117,24803,1351,15,4
3390,34,C,3803,3449,794,30722,1446,13,3
3391,30,D,2716,4526,478,22377,1960,11,1
3392,34,C,4144,10528,776,30418,2070,13,3
3393,43,E,8618,40359,1804,37737,2085,16,7
3394,52,C,3224,9701,686,18220,1593,14,2
3395,52,B,7377,34160,1207,18359,1959,15,6
3396,54,B,7671,23383,1082,22259,1646,16,7
3397,38,E,8769,85113,1509,40820,1948,16,7
3398,34,D,2805,6685,504,40176,1985,12,1
3399,40,E,7721,34029,1597,15949,1288,18,7
3400,37,B,8999,3810,1216,35132,1902,18,8
3401,36,B,6641,27555,1220,24835,1830,18,5
3402,36,A,5248,22461,1214,34934,1788,13,4
3403,52,E,6732,42766,1989,16543,1394,17,6
3404,60,E,8124,65314,1206,40373,1403,20,7
3405,36,D,2694,4098,500,30675,1968,13,1
3406,28,C,3625,3648,786,29431,1977,12,2
3407,38,E,8349,5264,2043,31374,2083,23,7
3408,45,D,2837,5454,368,22304,2044,13,1
3409,38,C,3942,5027,631,24142,1680,17,3
3410,32,A,5019,26990,1200,29170,1852,16,4
3411,36,C,3822,8395,831,35186,2139,13,2
3412,35,C,3591,2982,932,41098,1973,14,2
3413,39,E,8789,7144,1255,21303,1317,18,8
3414,45,A,4650,24171,764,34112,1578,17,4
3415,36,B,6430,11106,1274,40743,2005,17,5
3416,47,A,4207,11617,897,17745,2037,19,3
3417,35,C,3825,6192,695,18456,2222,15,2
3418,44,C,3797,9673,804,21026,2145,18,2
3419,41,B,6646,22663,1351,41702,1965,18,5
3420,49,B,6773,30727,1010,34447,1551,18,6
3421,47,A,4520,5548,907,36735,1619,18,3
3422,44,B,8101,2701,1279,36642,2555,19,6
3423,39,C,3694,5449,934,17118,1567,14,3
3424,51,C,3791,1113,1064,38551,1406,15,3
3425,45,B,6201,20367,1188,17692,1428,17,5
3426,44,D,2760,5252,572,38772,1743,17,2
3427,18,B,7644,24885,999,15686,1587,16,7
3428,41,C,3686,12243,849,37486,1818,14,2
3429,50,C,3514,4811,720,18433,1710,16,2
3430,56,D,3112,8116,523,25241,1549,13,2
3431,36,C,3826,1813,840,30136,1847,15,2
3432,22,E,7782,71186,2289,24332,1942,14,6
3433,52,D,1241,1860,552,32173,1962,12,0
3434,53,B,7719,25212,1216,28703,1800,17,6
3435,52,C,3042,510,632,33526,1317,17,2
3436,59,C,3902,4572,691,36356,1514,14,3
3437,55,B,8053,10331,1198,27150,1687,22,7
3438,36,E,7856,20257,1026,18950,1563,17,7
3439,35,A,5576,32570,1046,31331,1647,16,4
3440,41,B,7331,24663,1121,31445,1911,18,6
3441,53,C,3772,3877,681,34729,1650,13,3
3442,42,E,9147,66889,1580,16171,1485,16,8
3443,36,E,7104,34028,2251,18318,1417,23,6
3444,45,D,1497,2022,483,27604,1204,12,1
3445,61,E,8586,79390,1657,23931,1853,17,7
3446,33,E,7341,28095,1848,39156,2383,16,5
3447,39,B,6192,16923,1215,21161,1837,14,5
3448,35,A,4349,22558,789,38592,1630,18,3
3449,37,E,8502,48000,2072,35617,1703,19,7
3450,28,C,3513,2740,736,22624,1363,19,3
3451,41,B,7930,15305,1256,22678,2095,17,6
3452,47,C,3098,12963,877,26485,1501,15,2
3453,31,D,2997,3469,505,32430,1506,14,2
3454,33,E,8199,49956,1881,37580,2146,20,7
3455,43,E,8817,71166,1285,33019,1080,19,8
3456,54,D,3240,7702,509,38981,1193,11,3
3457,39,D,2348,4913,451,16838,1199,10,2
3458,47,B,8312,11227,980,21799,1862,15,7
3459,51,B,5445,23315,1165,34101,1242,20,5
3460,41,C,3206,2680,790,32973,1634,14,2
3461,45,A,6052,24459,968,20739,1497,14,5
3462,42,E,7212,64088,1702,28925,2192,17,6
3463,33,A,5221,28380,925,20127,1806,16,4
3464,63,A,6231,32422,831,25763,1427,13,5
3465,42,B,6801,16646,1230,39542,1436,20,6
3466,47,A,5246,34121,967,35968,1558,16,4
3467,20,D,2847,7609,477,18102,2447,10,1
3468,47,B,7106,31500,1242,22014,1367,20,6
3469,59,A,5296,33876,880,22368,1812,15,4
3470,43,D,1913,1484,545,32481,1526,12,1
3471,40,A,4488,24785,1279,37007,1685,18,3
3472,39,B,7311,9314,1081,41479,1568,18,6
3473,27,B,6782,16951,1220,35956,2056,17,5
3474,33,C,3504,12963,659,26858,2841,16,1
3475,51,D,2625,2753,567,35956,1708,11,1
3476,42,E,7583,15676,1267,26613,1798,18,6
3477,49,A,5261,38076,892,40186,1778,14,4
3478,48,D,2624,3773,537,31359,2514,14,1
3479,39,C,3687,7844,874,40657,1916,14,2
3480,38,D,1776,3914,453,15997,1708,9,1
3481,40,A,5472,20199,1177,16427,1803,16,4
3482,44,C,3123,1926,764,31355,842,17,3
3483,37,B,5559,15771,1061,39318,1516,19,5
3484,38,A,4499,17956,987,28837,1612,15,3
3485,45,D,2638,4118,478,16805,1774,14,1
3486,37,A,4219,19553,888,37686,1376,13,3
3487,28,C,2787,6444,793,23778,1492,17,2
3488,40,E,8061,69479,1967,30431,1519,21,7
3489,33,D,2549,5886,532,28778,1631,12,1
3490,46,D,2829,7560,531,30805,1702,13,2
3491,29,E,8481,25416,979,42119,1978,19,7
3492,36,D,2245,3579,569,26368,1461,11,1
3493,44,E,7836,93264,1023,27445,1592,15,7
3494,51,B,6297,10551,1389,37741,1764,18,5
3495,45,D,2926,8304,494,37707,1523,13,2
3496,18,C,2920,10516,774,35160,2278,15,1
3497,51,C,3625,10844,855,21433,1953,16,2
3498,38,B,6698,20105,1063,19580,2240,18,5
3499,56,D,2642,4638,486,24632,1882,11,1
3500,42,D,1414,733,491,25607,1945,15,0
3501,54,D,1511,3033,493,33559,1368,12,1
3502,35,D,2295,4334,534,20297,1488,11,1
3503,21,B,7575,31269,1388,20761,1587,16,6
3504,37,A,4402,21881,1332,41803,1482,16,3
3505,43,E,8460,55876,1213,16084,1791,17,7
3506,41,D,2568,4356,452,17283,1693,13,1
3507,46,D,2392,4684,598,18901,1415,13,1
3508,43,C,4118,7992,791,19061,2169,13,2
3509,38,E,7850,112891,1639,34297,1904,19,6
3510,36,E,7405,46322,1512,39799,1965,19,6
3511,58,E,8984,47062,1591,25984,1597,18,8
3512,31,A,4621,19309,834,28813,1997,21,3
3513,40,E,6917,49547,1315,41757,1885,18,6
3514,42,A,4957,11761,875,32058,1811,14,4
3515,48,C,2874,4346,883,15651,1262,13,2
3516,38,B,7634,14801,1319,30242,1848,15,6
3517,22,B,7850,31475,1232,21524,1806,17,7
3518,28,E,7869,62575,1309,37890,1639,17,7
3519,20,D,2697,4970,498,35218,1101,11,2
3520,38,B,6208,21037,1223,35844,1754,16,5
3521,44,A,5395,24927,1188,22952,1441,13,4
3522,38,E,8561,54956,2044,21920,1887,16,7
3523,23,A,5254,13214,869,25415,1504,19,4
3524,51,D,2049,5421,540,41540,1319,12,1
3525,50,B,8709,22788,1171,27137,1381,17,8
3526,51,B,7319,24181,1294,20954,2048,20,6
3527,45,E,7862,18112,996,38088,1597,21,7
3528,50,E,7226,46909,1399,35272,2157,16,6
3529,62,B,6823,20361,1313,29524,1130,21,6
3530,43,C,2931,8487,880,27020,1593,15,2
3531,56,C,4484,6402,752,28387,997,15,4
3532,34,D,2325,2175,480,20628,1525,14,1
3533,23,B,8407,21194,1086,21677,1927,19,7
3534,35,B,7545,14296,1219,24464,716,17,7
3535,44,D,2033,4840,489,26317,1841,11,1
3536,29,B,7810,14552,1136,29601,1950,19,6
3537,24,B,6498,5343,1226,40567,1721,12,5
3538,64,D,3619,7217,391,38583,1506,9,3
3539,44,B,6112,25565,1196,32391,1872,18,5
3540,46,A,5311,21035,1424,18540,1234,13,5
3541,33,E,8950,36899,1421,22565,1710,22,8
3542,40,A,4569,27186,1032,32180,1907,15,3
3543,57,E,7926,57191,1675,29277,1305,16,7
3544,18,C,3244,8052,795,40433,1642,15,2
3545,27,B,7048,19328,1060,36174,1543,19,6
3546,32,E,8310,49739,1388,40148,980,18,8
3547,58,E,7855,15489,1894,39863,1942,18,6
3548,43,E,7037,52188,2075,40410,1296,18,
3549,48,D,3939,12730,572,29754,2001,13,
3550,46,A,4409,23762,945,29589,2138,17,
3551,29,E,7772,33360,1832,35886,1546,19,
3552,34,D,2554,6801,515,28361,1728,14,
3553,40,C,3410,10074,684,20718,2157,11,
3554,21,D,1478,1281,498,21206,1109,13,
3555,19,D,3024,5911,488,17940,1961,13,
3556,32,D,2087,3780,445,19009,1581,12,
3557,50,B,6387,12828,1118,34098,1205,16,
3558,41,B,5107,21212,1389,19008,1592,17,
3559,44,C,4340,14420,876,38353,1849,14,
3560,44,D,1865,4374,522,38167,2572,10,
3561,51,C,3131,10765,735,28983,1915,18,
3562,39,E,9306,55475,2011,42082,1351,19,
3563,33,E,8033,13616,2258,21796,1668,19,
3564,30,D,3077,3472,469,35957,1614,11,
3565,53,C,3611,13771,728,18107,1766,14,2
3566,37,C,3221,4793,796,32883,1647,17,2
3567,35,D,1568,3204,499,35621,939,10,1
3568,32,E,9270,61465,1926,37463,1776,19,8
3569,53,A,4393,36735,844,28720,1693,16,3
3570,45,D,2760,4937,488,38667,1640,16,2
3571,33,B,8361,29073,1259,17926,2311,19,7
3572,31,B,5155,2368,1178,36094,1643,16,4
3573,36,E,7286,64244,1477,20860,1485,18,6
3574,46,A,5013,12049,1100,39650,1760,18,4
3575,40,E,8173,65811,1116,41181,2184,22,6
3576,33,C,3691,1532,564,29096,1794,17,2
3577,46,D,2433,3328,408,26572,1606,8,1
3578,52,C,3247,929,626,20212,1821,14,2
3579,48,A,4310,14661,773,19790,2190,17,3
3580,37,E,6821,79690,2039,16336,1788,18,6
3581,52,B,7248,23282,1066,18728,1318,14,6
3582,53,D,1642,3148,474,23917,1500,11,1
3583,26,B,5187,11669,1110,31651,1584,14,4
3584,45,C,3329,4151,723,23918,1464,13,2
3585,41,A,5899,22827,1085,25648,1306,17,5
3586,29,B,7910,24767,1312,15979,1411,16,7
3587,44,B,8097,34070,1280,38190,1211,17,7
3588,30,A,4906,27824,835,39765,1624,17,4
3589,45,D,2469,5477,511,39521,1732,11,1
3590,42,B,7144,25226,1279,18386,1798,17,6
3591,37,D,2222,3317,483,41813,1572,13,1
3592,21,E,8613,54005,1429,15715,1604,20,8
3593,52,A,5070,23242,757,24330,1404,19,4
3594,36,A,4407,29968,878,37782,1830,17,3
3595,51,A,5004,27554,1006,16694,1825,12,4
3596,42,E,7093,31910,1281,16670,2431,19,5
3597,38,C,2364,3136,876,36187,1190,18,2
3598,42,D,3406,10371,444,42033,1864,10,2
3599,49,A,4419,13121,1523,41279,2013,14,3
3600,42,B,5721,20945,1293,33447,1315,14,5
3601,65,C,3297,26,932,16541,1594,13,2
3602,55,A,4109,24629,1156,29520,1592,16,3
3603,51,B,5236,16908,1242,39567,2152,17,4
3604,49,B,7611,27874,1267,16648,2034,19,6
3605,56,C,2532,3012,690,30831,1696,12,1
3606,37,D,1784,3023,456,30615,2323,14,0
3607,25,B,6701,17726,1237,32225,1595,15,6
3608,39,A,5218,39457,631,23110,1680,17,4
3609,40,E,8638,40580,1650,17998,1794,15,7
3610,54,C,3827,6645,571,28794,2385,15,2
3611,32,A,4951,20224,1206,34837,1576,17,4
3612,52,B,6187,24190,1213,24904,1312,17,5
3613,56,E,8716,45886,1242,37634,1877,18,7
3614,41,C,4099,12562,837,40038,1613,15,3
3615,22,D,1688,3703,509,40568,1893,13,0
3616,46,C,3907,11613,742,41680,2074,12,2
3617,46,B,8722,19155,1508,33393,1629,16,8
3618,43,A,5343,41903,1389,39850,1341,16,5
3619,53,A,4574,18661,1288,31631,1929,17,3
3620,48,A,5032,10917,1316,39309,1989,20,4
3621,42,C,3124,7804,810,20939,1865,13,2
3622,37,D,3049,7886,516,30797,1946,11,2
3623,44,B,8030,19108,1077,22219,2664,17,6
3624,40,B,6263,31699,1337,21578,1792,18,5
3625,49,E,7879,56942,1817,17988,1806,14,7
3626,21,E,8020,38083,1675,24443,1121,21,7
3627,49,D,2162,4127,478,20243,1207,14,1
3628,46,A,4753,28353,808,36554,1790,14,3
3629,46,D,2786,5974,582,34563,1500,14,2
3630,33,D,2480,6348,525,18845,1986,13,1
3631,41,B,6808,11800,1168,24591,1341,19,6
3632,23,B,8297,36373,1116,38807,1789,18,7
3633,58,C,3169,10436,836,37898,2405,17,1
3634,40,D,1636,4012,509,41619,1703,12,0
3635,37,E,8491,59467,1547,27794,2169,15,7
3636,48,C,2899,6130,775,26911,1410,12,2
3637,25,D,1963,5071,605,29268,1596,18,1
3638,39,C,3763,387,767,25644,1675,16,3
3639,48,A,5526,12806,580,29697,2049,17,4
3640,41,B,6444,27824,1291,17323,1918,20,5
3641,38,B,6439,20244,1174,34693,1452,19,5
3642,37,D,2333,3126,516,27104,1349,11,1
3643,50,D,2816,5388,585,28940,1891,14,1
3644,40,A,4194,24632,835,40535,1477,14,3
3645,59,B,7627,7827,1046,37738,1957,17,6
3646,20,A,5104,25166,1059,28530,1908,15,4
3647,54,C,3527,2626,882,23897,1294,11,3
3648,59,B,6770,7034,1127,20648,1842,17,5
3649,40,E,8424,4030,1712,20802,1598,18,7
3650,24,B,7697,27330,1056,26737,1081,18,7
3651,44,C,3362,11116,1019,20459,1950,14,2
3652,41,D,3114,6658,573,36744,1917,13,2
3653,54,C,3740,12463,621,26167,1349,15,3
3654,61,A,5547,30840,806,25750,1795,16,4
3655,57,D,3828,6994,424,24205,2404,13,2
3656,39,C,3541,3612,663,16722,1775,14,2
3657,61,D,3195,6923,612,38934,1347,12,2
3658,50,C,2951,2295,814,41185,2077,17,1
3659,39,D,2184,4952,444,32960,2109,12,1
3660,54,B,8574,21832,1325,26927,1640,18,7
3661,32,C,3030,4619,496,24329,1363,14,2
3662,28,D,2191,3523,461,15797,1869,14,1
3663,33,A,5571,23375,1030,17081,1472,16,5
3664,52,E,7833,47145,1403,41680,970,19,7
3665,58,C,3877,6775,528,32345,1401,16,3
3666,37,D,3248,8071,531,41172,1790,14,2
3667,50,B,6323,18093,1280,25988,1890,20,5
3668,43,A,4185,25804,1192,36517,1538,23,3
3669,57,C,4004,3782,726,32292,1710,13,3
3670,28,E,7629,77035,2257,24083,1729,19,6
3671,34,D,2517,4520,614,30069,1772,15,1
3672,28,C,3485,14781,669,30682,2614,13,1
3673,40,D,2078,3642,605,32550,1188,12,1
3674,48,B,5858,25063,1241,21646,2045,16,4
3675,37,A,5073,37470,1065,39153,1388,16,4
3676,47,C,3316,10622,700,38454,1951,13,2
3677,32,A,4172,18429,816,20316,1557,17,3
3678,47,C,3613,634,866,39399,1782,14,2
3679,50,E,9366,36534,1558,29355,1739,15,8
3680,31,C,3077,8452,917,31829,1898,12,2
3681,40,E,8195,41977,1694,39300,1463,21,7
3682,41,B,8340,23878,998,41406,2110,17,7
3683,6,C,3710,8444,747,34675,2269,12,2
3684,33,A,5033,15484,1301,26721,1146,18,4
3685,51,A,4889,16210,1112,20098,2222,19,3
3686,42,C,3378,8302,835,24085,1616,14,2
3687,22,B,5903,12141,1231,32140,2110,20,4
3688,18,A,4883,22586,1094,27181,1381,15,4
3689,35,E,7351,17960,2451,22249,1730,18,6
3690,16,D,2375,3366,561,37552,1021,13,2
3691,41,C,3410,2709,836,32012,1225,13,3
3692,43,C,3547,5031,811,17331,1584,15,2
3693,43,D,1693,3810,576,29452,1690,10,1
3694,50,E,7689,54609,1686,41923,1260,20,7
3695,27,A,5555,24798,991,28912,1565,16,4
3696,32,B,6773,19667,1027,26211,1165,18,6
3697,32,D,2528,6201,477,34536,1688,13,1
3698,63,B,7934,28468,1122,38184,2205,18,6
3699,61,B,7666,29797,1191,16161,1711,19,6
,57,B,7864,15322,1306,36006,1512,18,7
,36,E,8045,57124,2207,20303,1424,19,7
,34,E,7031,64797,2131,18286,1854,15,6
,58,D,3551,9338,502,17961,2327,13,2
,39,D,2537,5420,433,18491,1687,13,1
,45,A,4936,21193,866,19054,1799,15,4
,34,C,4281,16657,848,22218,1681,13,3
,32,E,9259,38495,1466,38751,1641,15,8
,34,C,3326,61,727,33645,1836,16,2
,39,D,3899,2934,519,24838,1626,11,3
3710,42,A,5217,17946,1153,40819,1512,15,4
3711,54,E,8256,16809,1451,24669,2035,17,7
3712,44,E,7739,24004,2081,36426,1853,19,6
3713,31,D,1854,3918,597,23543,2082,11,0
3714,55,A,5108,15200,1090,20866,1847,18,4
3715,46,C,3190,14619,577,27591,1596,16,2
3716,46,C,4054,13315,680,21365,1923,15,3
3717,59,D,2109,3235,521,25548,2158,16,0
3718,50,D,3002,4873,501,37365,1397,11,2
3719,14,D,2737,4243,427,29902,1623,10,2
3720,31,E,8507,38604,1863,24696,1638,17,7
3721,44,C,4051,6897,682,35955,2051,16,2
3722,31,B,7107,25111,1171,31175,2548,19,5
3723,39,B,5707,14955,1003,39021,1500,17,5
3724,46,D,2029,6591,475,40497,1497,9,1
3725,40,D,2668,6441,444,41494,1730,11,1
3726,39,E,7778,29305,1767,38307,1221,21,7
3727,31,E,7786,31082,1349,29323,1545,17,7
3728,61,A,5028,22918,1272,35861,1980,18,4
3729,41,D,1904,4678,506,26075,1661,13,1
3730,35,C,3248,3481,693,16328,1747,16,2
3731,33,C,3842,3074,850,23140,1853,13,2
3732,49,C,2974,8232,822,28788,976,13,2
3733,34,B,6705,26922,1184,32381,1611,16,6
3734,35,D,2230,4066,494,41389,1377,14,1
3735,31,A,5102,25542,869,23125,1624,17,4
3736,37,B,5345,26401,1185,32203,1514,17,4
3737,50,B,5992,17001,1151,21414,1675,20,5
3738,40,E,6815,17412,1874,17092,1668,20,6
3739,51,E,8741,80713,1872,40811,1501,17,8
3740,43,A,4486,27971,889,35126,1607,15,3
3741,45,E,7414,25529,1691,39882,1149,18,7
3742,41,C,3509,14797,1004,17984,2105,16,2
3743,40,C,3775,3994,768,20226,1231,13,3
3744,43,E,7266,76353,1761,32333,1839,19,6
3745,44,E,8312,33904,2136,39375,2025,17,7
3746,47,D,2205,4131,552,41689,1754,10,1
3747,40,B,8246,25695,1259,21832,1457,14,7
3748,23,C,3429,3013,836,21829,2393,15,2
3749,57,B,7648,11299,1154,41527,1675,17,6
3750,31,D,3281,2737,407,34733,1533,13,2
3751,45,C,3939,11119,777,41318,1635,15,3
3752,36,E,7327,82381,1714,29108,1887,21,6
3753,35,D,3335,3874,534,25701,1618,10,2
3754,30,A,5983,23548,1220,26634,2017,16,4
3755,47,B,6897,14733,1286,25235,1481,18,6
3756,38,D,1924,3525,476,28628,1495,11,1
3757,43,D,2613,3858,490,18070,1568,14,2
3758,49,A,4531,28072,871,17235,1318,18,4
3759,32,D,2295,5139,577,21944,2088,14,1
3760,35,B,7087,17942,1186,22598,1328,18,6
3761,32,B,6488,9863,1265,29986,1636,17,5
3762,31,B,8499,14923,1169,26449,1762,17,7
3763,53,E,7376,57705,1552,27183,2036,21,6
3764,44,B,6321,15179,1114,39413,1654,19,5
3765,48,C,3024,2677,1006,31796,1858,14,2
3766,38,C,3267,4157,864,20280,1582,15,2
3767,38,B,5965,14563,1324,24762,2277,16,4
3768,47,E,8138,91570,1550,24842,2744,19,6
3769,55,A,4531,20124,1103,29618,1158,15,4
3770,52,A,4570,21003,908,35983,1811,14,3
3771,42,B,6724,20153,1147,37984,1530,14,6
3772,42,C,4239,5954,964,35555,1666,14,3
3773,34,A,4995,26144,792,28299,1905,14,4
3774,36,E,7994,53371,2102,38334,1521,19,7
3775,39,E,9123,19092,2147,23070,1741,18,8
3776,56,E,7845,69084,1870,31738,1443,19,7
3777,41,A,5352,23678,758,30622,1531,17,4
3778,54,E,7674,70821,1873,17576,2309,20,6
3779,25,B,4909,22932,1157,28081,1415,18,4
3780,45,B,6657,25927,1178,21775,2200,17,5
3781,34,A,5434,32894,910,26183,1720,17,4
3782,54,B,6911,22774,1203,41857,1274,17,6
3783,41,E,8938,87276,1358,30102,1297,17,8
3784,59,E,7478,41845,2198,31722,1437,22,7
3785,53,C,3526,14745,693,21641,1580,12,2
3786,38,E,8606,108336,1878,33201,665,25,8
3787,51,C,3828,11334,893,30402,1851,15,2
3788,49,C,3430,9289,782,26806,1850,13,2
3789,33,A,4774,26979,1163,24832,1778,15,3
3790,40,C,3483,5723,957,16434,1045,15,3
3791,37,C,2858,8309,936,35940,1910,13,1
3792,34,D,2197,2577,481,36835,2005,14,1
3793,48,A,5136,29710,880,37897,1685,16,4
3794,37,B,7106,9142,1115,28562,1855,17,6
3795,42,C,3225,100,817,24853,1830,16,2
3796,51,A,4663,3099,1028,41974,2150,16,3
3797,54,B,7146,8456,1203,19850,2176,16,5
3798,38,C,3825,9887,897,16183,1901,15,2
3799,39,B,7734,21646,1091,27355,1596,16,7
3800,42,B,7098,29852,1310,33037,2064,18,6
3801,44,B,6574,13995,1274,23669,2005,16,5
3802,43,A,4627,33653,949,21838,1280,18,4
3803,22,D,2222,5108,427,17159,1833,15,1
3804,33,B,6989,6277,1234,24878,1929,16,6
3805,,B,7337,23654,940,20095,1884,17,6
3806,,D,2315,4152,492,34504,1838,10,1
3807,,D,3365,8589,485,36628,1005,16,3
